order_id,order_date,region,channel,category,customer_segment,quantity,unit_price,discount,revenue,cost,profit,returned,delivery_days
ORD-00502,2025-09-04,Sud,Online,Casa,Studenti,3,80.95,0,242.85,143.78,99.07,0,3
ORD-00503,2025-12-06,Sud,Store,Moda,Professionisti,1,100.02,0,100.02,55.21,44.81,0,2
ORD-00504,2025-02-05,Nord,Store,Sport,Professionisti,1,131.42,0,131.42,78.37,53.05,0,4
ORD-00505,2025-10-25,Centro,Store,Beauty,Privati,1,56.09,0.05,53.29,27.44,25.85,0,2
ORD-00506,2025-06-03,Centro,Partner,Sport,PMI,1,205.84,0,205.84,137.67,68.17,0,7
ORD-00507,2025-11-10,Centro,Online,Beauty,Privati,1,67.92,0,67.92,32.27,35.65,0,4
ORD-00508,2025-05-25,Sud,Online,Beauty,Privati,1,48.15,0.05,45.74,23.02,22.72,0,4
ORD-00509,2025-03-30,Nord,Online,Sport,PMI,3,50.45,0.15,128.65,77.08,51.57,1,3
ORD-00510,2025-09-07,Centro,Partner,Moda,Privati,3,114.34,0.15,291.57,161.95,129.62,0,4
ORD-00511,2025-04-03,Sud,Online,Sport,Privati,1,95.09,0,95.09,60.44,34.65,0,4
ORD-00512,2025-07-30,Centro,Store,Beauty,Privati,1,42.59,0.1,38.33,19.41,18.92,0,2
ORD-00513,2025-03-14,Sud,Store,Moda,Professionisti,1,75.9,0.1,68.31,39.31,29.0,0,1
ORD-00514,2025-12-09,Sud,Store,Elettronica,Privati,1,220.61,0,220.61,151.66,68.95,0,2
ORD-00515,2025-08-29,Nord,Online,Sport,PMI,1,52.64,0.15,44.74,29.68,15.06,0,4
ORD-00516,2025-02-01,Nord,Store,Moda,Professionisti,1,100.59,0,100.59,53.63,46.96,0,1
ORD-00517,2025-09-16,Centro,Store,Elettronica,Studenti,1,156.22,0.15,132.79,87.09,45.7,0,1
ORD-00518,2025-08-17,Sud,Online,Casa,Privati,1,93.83,0,93.83,54.13,39.7,0,3
ORD-00519,2025-03-16,Sud,Store,Sport,Professionisti,1,88.22,0.15,74.99,46.83,28.16,0,2
ORD-00520,2025-06-26,Sud,Online,Elettronica,Privati,1,257.47,0.05,244.6,174.15,70.45,0,6
ORD-00521,2025-09-30,Nord,Store,Casa,Privati,2,80.86,0,161.72,100.41,61.31,0,1
ORD-00522,2025-12-16,Nord,Online,Beauty,Privati,3,73.95,0.15,188.57,100.09,88.48,0,1
ORD-00523,2025-05-17,Nord,Online,Moda,Studenti,2,49.59,0.15,84.3,46.73,37.57,0,3
ORD-00524,2025-04-03,Centro,Online,Casa,Privati,1,93.54,0.15,79.51,46.48,33.03,0,5
ORD-00525,2025-05-26,Nord,Online,Casa,Privati,2,159.67,0,319.34,198.84,120.5,0,4
ORD-00526,2025-11-06,Isole,Store,Elettronica,Studenti,4,452.04,0.15,1536.94,1017.9,519.04,0,1
ORD-00527,2025-12-05,Isole,Store,Beauty,Privati,1,102.64,0,102.64,50.47,52.17,0,1
ORD-00528,2025-07-18,Isole,Online,Casa,Privati,1,88.84,0,88.84,53.04,35.8,0,4
ORD-00529,2025-09-09,Nord,Store,Elettronica,Studenti,1,221.76,0,221.76,145.28,76.48,0,1
ORD-00530,2025-08-17,Sud,Online,Elettronica,Privati,1,203.62,0,203.62,144.14,59.48,0,3
ORD-00531,2025-10-22,Sud,Store,Elettronica,Studenti,1,323.36,0,323.36,224.33,99.03,1,3
ORD-00532,2025-09-04,Isole,Store,Elettronica,Privati,1,84.59,0.15,71.9,47.02,24.88,0,1
ORD-00533,2025-06-24,Sud,Online,Elettronica,Professionisti,1,86.86,0.05,82.52,58.13,24.39,0,3
ORD-00534,2025-12-19,Nord,Online,Casa,Professionisti,1,55.5,0.15,47.17,29.53,17.64,0,4
ORD-00535,2025-07-19,Centro,Store,Elettronica,Studenti,3,224.5,0,673.5,437.29,236.21,1,1
ORD-00536,2025-03-02,Nord,Store,Elettronica,PMI,3,255.48,0.15,651.47,454.21,197.26,0,1
ORD-00537,2025-01-19,Centro,Online,Moda,PMI,2,45.18,0.15,76.81,40.11,36.7,0,5
ORD-00538,2025-02-19,Nord,Online,Sport,Professionisti,1,107.03,0.1,96.33,58.45,37.88,0,4
ORD-00539,2025-08-07,Sud,Partner,Casa,Privati,1,115.77,0.1,104.19,58.49,45.7,0,5
ORD-00540,2025-10-31,Centro,Online,Elettronica,Professionisti,1,196.32,0,196.32,134.44,61.88,0,2
ORD-00541,2025-01-21,Nord,Store,Elettronica,Privati,1,377.27,0,377.27,243.93,133.34,0,3
ORD-00542,2025-05-26,Sud,Store,Casa,Professionisti,1,120.53,0.1,108.48,63.46,45.02,0,2
ORD-00543,2025-03-31,Centro,Online,Moda,Studenti,4,88.25,0,353.0,189.71,163.29,1,4
ORD-00544,2025-09-29,Sud,Store,Beauty,PMI,2,50.53,0.15,85.9,44.48,41.42,0,2
ORD-00545,2025-04-10,Sud,Online,Elettronica,PMI,1,121.71,0,121.71,79.21,42.5,0,4
ORD-00546,2025-11-12,Centro,Store,Moda,Professionisti,4,44.49,0,177.96,97.35,80.61,0,2
ORD-00547,2025-05-01,Centro,Store,Moda,Privati,2,59.92,0,119.84,64.22,55.62,0,1
ORD-00548,2025-07-12,Nord,Online,Beauty,Privati,1,29.94,0.1,26.95,13.6,13.35,0,2
ORD-00549,2025-03-11,Nord,Online,Sport,Privati,1,30.3,0.1,27.27,16.19,11.08,0,5
ORD-00550,2025-03-29,Centro,Online,Moda,Privati,3,124.71,0,374.13,207.11,167.02,0,3
ORD-00551,2025-04-28,Nord,Partner,Elettronica,PMI,2,362.13,0,724.26,468.8,255.46,0,5
ORD-00552,2025-08-11,Nord,Partner,Sport,Privati,2,25.84,0,51.68,30.61,21.07,0,4
ORD-00553,2025-09-16,Nord,Store,Elettronica,Professionisti,3,225.62,0,676.86,442.22,234.64,0,1
ORD-00554,2025-04-22,Sud,Online,Elettronica,Privati,1,173.22,0.15,147.24,101.1,46.14,0,3
ORD-00555,2025-10-26,Sud,Online,Elettronica,Professionisti,1,345.4,0,345.4,242.27,103.13,0,5
ORD-00556,2025-07-17,Centro,Online,Beauty,Privati,1,90.53,0.1,81.48,41.75,39.73,0,4
ORD-00557,2025-12-17,Sud,Partner,Elettronica,Privati,4,359.31,0,1437.24,942.56,494.68,0,4
ORD-00558,2025-03-31,Nord,Store,Moda,Professionisti,1,55.51,0.1,49.96,26.03,23.93,0,1
ORD-00559,2025-10-25,Sud,Store,Beauty,Professionisti,1,86.53,0.1,77.88,40.44,37.44,0,2
ORD-00560,2025-09-06,Nord,Store,Sport,Studenti,3,173.41,0.05,494.22,315.83,178.39,0,2
ORD-00561,2025-12-21,Centro,Partner,Moda,PMI,1,31.84,0,31.84,16.98,14.86,0,5
ORD-00562,2025-12-23,Centro,Online,Elettronica,PMI,1,251.19,0.15,213.51,148.15,65.36,0,4
ORD-00563,2025-06-27,Centro,Store,Sport,Privati,1,173.06,0.1,155.75,99.83,55.92,0,1
ORD-00564,2025-06-17,Nord,Store,Sport,Studenti,1,130.46,0,130.46,78.65,51.81,0,3
ORD-00565,2025-09-05,Sud,Online,Casa,Privati,1,153.87,0.1,138.48,85.95,52.53,0,3
ORD-00566,2025-12-29,Centro,Store,Moda,Privati,1,63.09,0,63.09,34.32,28.77,0,4
ORD-00567,2025-04-16,Centro,Online,Sport,Privati,1,114.08,0,114.08,72.1,41.98,0,6
ORD-00568,2025-03-16,Centro,Partner,Beauty,PMI,2,54.11,0.15,91.99,47.91,44.08,0,5
ORD-00569,2025-05-29,Isole,Store,Beauty,Professionisti,3,79.72,0.05,227.2,112.92,114.28,0,1
ORD-00570,2025-12-14,Nord,Online,Sport,Professionisti,1,47.51,0,47.51,30.31,17.2,0,4
ORD-00571,2025-09-27,Centro,Partner,Casa,Privati,2,82.36,0.15,140.01,87.25,52.76,0,4
ORD-00572,2025-11-05,Isole,Partner,Moda,Privati,1,134.08,0,134.08,72.42,61.66,1,5
ORD-00573,2025-06-26,Sud,Partner,Casa,Privati,2,90.41,0.05,171.78,105.06,66.72,0,6
ORD-00574,2025-08-06,Sud,Online,Moda,Studenti,1,51.96,0.1,46.76,27.23,19.53,1,1
ORD-00575,2025-10-30,Nord,Online,Moda,PMI,1,80.25,0.15,68.21,37.71,30.5,0,4
ORD-00576,2025-05-29,Sud,Online,Sport,Professionisti,1,129.01,0.05,122.56,74.41,48.15,0,6
ORD-00577,2025-03-20,Sud,Partner,Casa,Studenti,2,144.98,0.05,275.46,155.5,119.96,0,4
ORD-00578,2025-05-22,Nord,Partner,Sport,Privati,1,106.65,0,106.65,68.22,38.43,0,4
ORD-00579,2025-12-22,Sud,Online,Moda,Privati,1,98.11,0,98.11,52.53,45.58,0,4
ORD-00580,2025-05-20,Isole,Store,Casa,Privati,1,120.4,0,120.4,71.01,49.39,0,2
ORD-00581,2025-04-04,Centro,Store,Moda,Privati,1,112.64,0,112.64,59.93,52.71,0,1
ORD-00582,2025-06-30,Nord,Online,Moda,Privati,1,61.73,0,61.73,32.11,29.62,0,5
ORD-00583,2025-04-24,Nord,Store,Moda,Professionisti,4,112.76,0.15,383.38,211.51,171.87,0,2
ORD-00584,2025-02-09,Centro,Online,Elettronica,Privati,2,114.35,0.05,217.26,157.44,59.82,0,5
ORD-00585,2025-06-25,Sud,Online,Elettronica,Privati,1,342.6,0.15,291.21,193.95,97.26,0,4
ORD-00586,2025-12-20,Centro,Online,Moda,Studenti,1,47.19,0,47.19,26.84,20.35,0,4
ORD-00587,2025-01-31,Centro,Partner,Sport,Privati,1,40.92,0,40.92,27.14,13.78,0,5
ORD-00588,2025-06-29,Sud,Online,Elettronica,Privati,2,209.04,0.1,376.27,269.04,107.23,0,3
ORD-00589,2025-09-16,Nord,Online,Sport,Privati,1,56.61,0,56.61,34.13,22.48,0,6
ORD-00590,2025-04-20,Nord,Partner,Beauty,Professionisti,1,67.9,0,67.9,33.05,34.85,0,5
ORD-00591,2025-07-14,Nord,Online,Sport,Professionisti,1,101.87,0.1,91.68,55.0,36.68,0,3
ORD-00592,2025-01-21,Nord,Online,Elettronica,Privati,2,308.9,0.05,586.91,390.86,196.05,0,2
ORD-00593,2025-08-08,Sud,Online,Elettronica,Studenti,2,128.65,0.15,218.71,150.79,67.92,0,2
ORD-00594,2025-02-13,Sud,Online,Elettronica,PMI,2,381.81,0,763.62,497.67,265.95,0,4
ORD-00595,2025-06-23,Nord,Partner,Elettronica,Privati,1,266.4,0.15,226.44,161.61,64.83,0,5
ORD-00596,2025-07-24,Isole,Store,Casa,PMI,2,40.63,0.05,77.2,43.17,34.03,0,1
ORD-00597,2025-09-12,Centro,Partner,Casa,Professionisti,3,89.74,0,269.22,168.07,101.15,0,4
ORD-00598,2025-11-15,Sud,Store,Moda,Studenti,1,82.83,0,82.83,46.34,36.49,0,1
ORD-00599,2025-05-14,Nord,Store,Sport,Privati,2,207.31,0,414.62,257.03,157.59,0,1
ORD-00600,2025-01-17,Sud,Store,Elettronica,PMI,1,217.89,0,217.89,154.54,63.35,0,2
ORD-00601,2025-02-26,Nord,Online,Sport,Studenti,1,117.77,0,117.77,74.18,43.59,0,1
ORD-00602,2025-11-12,Centro,Store,Moda,Privati,2,38.18,0,76.36,41.04,35.32,0,1
ORD-00603,2025-01-14,Nord,Store,Moda,Privati,5,64.14,0,320.7,179.41,141.29,0,1
ORD-00604,2025-12-19,Centro,Online,Elettronica,Privati,1,269.77,0.05,256.28,178.43,77.85,0,3
ORD-00605,2025-05-17,Centro,Online,Elettronica,Privati,2,197.41,0,394.82,283.27,111.55,0,3
ORD-00606,2025-09-15,Centro,Store,Moda,Privati,4,40.6,0.15,138.04,79.03,59.01,0,1
ORD-00607,2025-10-02,Centro,Online,Elettronica,Studenti,3,286.72,0,860.16,610.24,249.92,0,3
ORD-00608,2025-10-18,Centro,Online,Moda,Professionisti,2,51.81,0,103.62,56.31,47.31,0,3
ORD-00609,2025-04-13,Nord,Online,Casa,Professionisti,2,143.33,0.15,243.66,147.18,96.48,0,3
ORD-00610,2025-08-28,Sud,Store,Casa,Professionisti,3,150.85,0.15,384.67,230.13,154.54,0,1
ORD-00611,2025-07-06,Sud,Online,Sport,Professionisti,3,92.69,0,278.07,177.99,100.08,0,4
ORD-00612,2025-03-24,Nord,Store,Casa,Privati,1,54.38,0,54.38,31.87,22.51,0,2
ORD-00613,2025-08-12,Centro,Partner,Sport,Privati,1,155.3,0,155.3,99.72,55.58,0,6
ORD-00614,2025-09-06,Isole,Online,Moda,Privati,1,25.12,0.05,23.86,13.74,10.12,0,2
ORD-00615,2025-02-16,Sud,Partner,Casa,Privati,2,90.03,0,180.06,106.3,73.76,0,7
ORD-00616,2025-05-09,Nord,Online,Sport,Professionisti,1,178.57,0.15,151.78,94.17,57.61,0,3
ORD-00617,2025-05-01,Centro,Online,Beauty,Privati,1,50.48,0.1,45.43,21.74,23.69,0,4
ORD-00618,2025-10-07,Isole,Store,Sport,Professionisti,4,84.89,0.15,288.63,178.56,110.07,0,1
ORD-00619,2025-11-27,Sud,Store,Beauty,Professionisti,4,81.81,0.15,278.15,136.45,141.7,0,1
ORD-00620,2025-07-05,Nord,Store,Beauty,Privati,1,12.65,0.05,12.02,6.43,5.59,0,4
ORD-00621,2025-06-04,Centro,Store,Elettronica,Privati,3,429.16,0.15,1094.36,737.64,356.72,0,1
ORD-00622,2025-05-21,Isole,Store,Beauty,Studenti,1,90.0,0.15,76.5,38.44,38.06,0,1
ORD-00623,2025-02-21,Nord,Store,Moda,Privati,2,109.1,0.15,185.47,99.4,86.07,0,1
ORD-00624,2025-04-05,Centro,Store,Moda,Privati,2,53.14,0,106.28,55.35,50.93,0,1
ORD-00625,2025-11-29,Sud,Partner,Moda,Professionisti,1,84.46,0.15,71.79,37.5,34.29,0,4
ORD-00626,2025-05-25,Centro,Online,Elettronica,Professionisti,4,416.84,0,1667.36,1080.17,587.19,1,3
ORD-00627,2025-10-13,Isole,Store,Moda,PMI,1,96.54,0,96.54,49.86,46.68,0,1
ORD-00628,2025-07-08,Centro,Store,Elettronica,Studenti,2,394.54,0.15,670.72,462.58,208.14,0,1
ORD-00629,2025-04-15,Sud,Partner,Elettronica,Privati,1,111.22,0,111.22,77.75,33.47,0,4
ORD-00630,2025-08-03,Centro,Store,Elettronica,PMI,1,225.1,0,225.1,152.77,72.33,0,3
ORD-00631,2025-08-23,Sud,Online,Elettronica,PMI,1,140.34,0.05,133.32,94.47,38.85,0,4
ORD-00632,2025-01-31,Nord,Partner,Elettronica,Privati,2,303.13,0.1,545.63,386.7,158.93,0,5
ORD-00633,2025-01-03,Centro,Store,Casa,Privati,1,155.53,0.1,139.98,77.56,62.42,0,2
ORD-00634,2025-06-23,Centro,Online,Beauty,Studenti,1,23.87,0,23.87,12.86,11.01,0,5
ORD-00635,2025-05-24,Centro,Partner,Moda,Professionisti,2,113.62,0,227.24,124.82,102.42,0,6
ORD-00636,2025-09-09,Sud,Online,Moda,Professionisti,3,23.96,0,71.88,37.15,34.73,0,5
ORD-00637,2025-08-29,Nord,Store,Casa,PMI,4,25.71,0,102.84,64.33,38.51,0,1
ORD-00638,2025-03-17,Sud,Online,Elettronica,Privati,1,245.6,0,245.6,170.89,74.71,0,4
ORD-00639,2025-04-19,Nord,Partner,Sport,Studenti,1,37.68,0.05,35.8,23.04,12.76,0,6
ORD-00640,2025-12-15,Isole,Online,Elettronica,Privati,1,88.8,0.05,84.36,60.69,23.67,0,4
ORD-00641,2025-08-21,Sud,Online,Moda,Privati,1,87.7,0.05,83.31,44.64,38.67,0,4
ORD-00642,2025-10-19,Sud,Partner,Elettronica,Privati,3,329.05,0.1,888.44,648.69,239.75,0,2
ORD-00643,2025-07-24,Sud,Online,Casa,Privati,1,49.15,0.05,46.69,28.47,18.22,0,4
ORD-00644,2025-03-03,Sud,Store,Casa,PMI,3,104.49,0,313.47,188.45,125.02,0,1
ORD-00645,2025-09-20,Nord,Online,Elettronica,Privati,2,97.03,0.05,184.36,132.31,52.05,0,3
ORD-00646,2025-01-21,Sud,Partner,Sport,Professionisti,2,178.56,0.1,321.41,205.62,115.79,0,5
ORD-00647,2025-05-29,Sud,Online,Sport,Privati,5,151.7,0,758.5,498.2,260.3,0,4
ORD-00648,2025-02-09,Nord,Online,Beauty,Privati,1,71.79,0,71.79,35.76,36.03,0,4
ORD-00649,2025-09-15,Nord,Store,Elettronica,Professionisti,3,81.07,0.05,231.05,167.17,63.88,0,1
ORD-00650,2025-12-10,Nord,Store,Sport,PMI,3,70.6,0,211.8,137.5,74.3,0,1
ORD-00651,2025-12-11,Centro,Store,Elettronica,Privati,1,276.57,0.15,235.08,160.28,74.8,0,1
ORD-00652,2025-06-05,Nord,Partner,Moda,Professionisti,2,68.46,0,136.92,71.08,65.84,0,3
ORD-00653,2025-04-08,Isole,Online,Elettronica,Professionisti,1,295.26,0.15,250.97,167.49,83.48,0,5
ORD-00654,2025-02-14,Nord,Online,Casa,Privati,1,41.34,0.15,35.14,20.54,14.6,0,3
ORD-00655,2025-01-11,Centro,Store,Beauty,Studenti,3,16.23,0,48.69,23.45,25.24,0,1
ORD-00656,2025-09-11,Nord,Store,Moda,Privati,1,72.44,0.1,65.2,36.76,28.44,0,2
ORD-00657,2025-09-07,Centro,Online,Casa,Studenti,2,57.5,0.15,97.75,56.93,40.82,0,1
ORD-00658,2025-06-27,Centro,Online,Sport,Professionisti,1,107.02,0.1,96.32,58.44,37.88,0,4
ORD-00659,2025-06-23,Sud,Partner,Beauty,Studenti,3,79.21,0.05,225.75,121.32,104.43,0,4
ORD-00660,2025-08-30,Nord,Partner,Moda,Privati,2,92.71,0,185.42,97.38,88.04,0,3
ORD-00661,2025-09-09,Isole,Online,Elettronica,Privati,1,81.7,0,81.7,55.37,26.33,0,3
ORD-00662,2025-09-15,Nord,Online,Elettronica,Studenti,1,144.55,0,144.55,106.08,38.47,0,3
ORD-00663,2025-01-24,Isole,Store,Moda,Professionisti,3,85.68,0,257.04,144.61,112.43,0,1
ORD-00664,2025-02-26,Nord,Store,Beauty,Professionisti,1,58.69,0.1,52.82,25.45,27.37,0,2
ORD-00665,2025-04-16,Centro,Online,Beauty,Privati,2,72.8,0,145.6,70.62,74.98,0,4
ORD-00666,2025-04-14,Sud,Online,Sport,Privati,3,81.32,0.1,219.56,132.35,87.21,0,3
ORD-00667,2025-08-01,Centro,Store,Casa,Professionisti,1,51.95,0.05,49.35,28.73,20.62,0,1
ORD-00668,2025-12-16,Centro,Online,Casa,Privati,3,179.49,0,538.47,310.43,228.04,0,4
ORD-00669,2025-03-26,Centro,Online,Sport,PMI,1,119.8,0.15,101.83,68.02,33.81,0,6
ORD-00670,2025-08-03,Nord,Store,Casa,Privati,2,147.29,0,294.58,180.68,113.9,0,1
ORD-00671,2025-11-09,Nord,Store,Beauty,Privati,2,91.37,0.15,155.33,78.25,77.08,0,2
ORD-00672,2025-04-12,Nord,Online,Beauty,Privati,2,85.03,0.1,153.05,82.57,70.48,0,2
ORD-00673,2025-02-17,Nord,Online,Sport,Studenti,1,171.9,0.1,154.71,98.51,56.2,0,4
ORD-00674,2025-09-16,Nord,Online,Elettronica,Studenti,1,81.95,0.15,69.66,50.8,18.86,0,2
ORD-00675,2025-10-21,Isole,Online,Moda,Professionisti,5,81.35,0.15,345.74,193.52,152.22,0,4
ORD-00676,2025-12-08,Sud,Store,Moda,Professionisti,2,53.97,0,107.94,59.29,48.65,0,2
ORD-00677,2025-07-04,Nord,Online,Sport,Privati,1,95.11,0,95.11,59.67,35.44,0,3
ORD-00678,2025-10-29,Sud,Store,Sport,Studenti,2,189.42,0.15,322.01,213.83,108.18,0,2
ORD-00679,2025-08-02,Centro,Online,Moda,Professionisti,1,96.91,0.1,87.22,45.47,41.75,0,2
ORD-00680,2025-10-14,Nord,Partner,Casa,Privati,1,100.05,0,100.05,59.07,40.98,0,5
ORD-00681,2025-06-06,Nord,Online,Beauty,Professionisti,1,67.03,0,67.03,35.92,31.11,0,4
ORD-00682,2025-09-08,Centro,Store,Elettronica,Privati,1,174.94,0.05,166.19,120.59,45.6,0,2
ORD-00683,2025-09-01,Centro,Partner,Moda,Privati,2,103.31,0.15,175.63,95.63,80.0,0,4
ORD-00684,2025-12-07,Isole,Online,Moda,Privati,1,109.85,0.05,104.36,58.93,45.43,0,6
ORD-00685,2025-03-26,Sud,Store,Moda,Professionisti,2,31.86,0.1,57.35,29.76,27.59,0,1
ORD-00686,2025-10-19,Nord,Store,Sport,Privati,2,112.76,0,225.52,137.83,87.69,0,1
ORD-00687,2025-12-28,Centro,Store,Moda,Studenti,1,99.07,0.05,94.12,53.98,40.14,1,1
ORD-00688,2025-09-28,Centro,Online,Casa,Privati,1,40.16,0,40.16,24.45,15.71,0,4
ORD-00689,2025-07-28,Isole,Online,Moda,Privati,2,51.38,0,102.76,55.02,47.74,0,3
ORD-00690,2025-03-03,Nord,Online,Elettronica,Privati,2,244.07,0,488.14,326.96,161.18,0,5
ORD-00691,2025-10-11,Nord,Online,Casa,Privati,3,57.68,0.1,155.74,93.74,62.0,0,2
ORD-00692,2025-06-05,Sud,Online,Sport,Studenti,3,53.34,0.1,144.02,96.27,47.75,0,3
ORD-00693,2025-10-03,Nord,Partner,Beauty,Privati,3,91.77,0.1,247.78,122.35,125.43,0,7
ORD-00694,2025-09-04,Sud,Online,Casa,PMI,3,49.79,0.1,134.43,76.92,57.51,0,4
ORD-00695,2025-10-01,Nord,Online,Sport,Privati,1,116.82,0,116.82,77.08,39.74,0,2
ORD-00696,2025-12-16,Isole,Store,Beauty,Professionisti,1,79.02,0,79.02,39.29,39.73,0,1
ORD-00697,2025-11-03,Centro,Partner,Casa,PMI,2,24.31,0,48.62,29.26,19.36,0,6
ORD-00698,2025-07-21,Sud,Store,Sport,Privati,1,162.29,0.15,137.95,86.2,51.75,0,1
ORD-00699,2025-07-12,Centro,Online,Moda,Professionisti,2,18.94,0.05,35.99,19.4,16.59,0,6
ORD-00700,2025-05-24,Centro,Store,Moda,Professionisti,2,119.4,0,238.8,126.43,112.37,0,1
ORD-00701,2025-07-05,Sud,Online,Elettronica,Studenti,1,414.41,0.15,352.25,239.89,112.36,0,3
ORD-00702,2025-10-10,Sud,Store,Elettronica,Studenti,1,273.8,0.15,232.73,151.68,81.05,0,1
ORD-00703,2025-10-19,Sud,Partner,Beauty,Privati,3,13.92,0.15,35.5,18.43,17.07,0,4
ORD-00704,2025-01-02,Isole,Store,Beauty,Privati,4,47.9,0.05,182.02,89.7,92.32,0,1
ORD-00705,2025-08-27,Centro,Online,Sport,Professionisti,1,176.53,0.1,158.88,99.33,59.55,1,4
ORD-00706,2025-10-20,Centro,Partner,Moda,Professionisti,4,120.7,0,482.8,253.25,229.55,0,5
ORD-00707,2025-11-17,Nord,Online,Moda,Privati,3,144.82,0,434.46,230.42,204.04,0,6
ORD-00708,2025-06-20,Centro,Online,Sport,Studenti,1,44.86,0.05,42.62,27.09,15.53,0,3
ORD-00709,2025-02-01,Isole,Online,Beauty,Professionisti,3,17.15,0.05,48.88,23.39,25.49,0,3
ORD-00710,2025-01-29,Nord,Online,Sport,Privati,2,63.46,0.1,114.23,74.53,39.7,0,4
ORD-00711,2025-08-21,Sud,Store,Casa,Studenti,1,151.26,0,151.26,88.52,62.74,0,1
ORD-00712,2025-11-01,Sud,Store,Moda,PMI,1,88.5,0,88.5,48.02,40.48,0,2
ORD-00713,2025-08-16,Centro,Online,Elettronica,Privati,2,247.16,0.15,420.17,299.45,120.72,0,5
ORD-00714,2025-03-17,Centro,Store,Sport,PMI,2,133.52,0,267.04,158.52,108.52,0,1
ORD-00715,2025-10-14,Centro,Online,Beauty,Privati,3,77.18,0,231.54,112.83,118.71,0,3
ORD-00716,2025-12-21,Isole,Store,Casa,Studenti,1,50.41,0.05,47.89,29.55,18.34,0,1
ORD-00717,2025-09-11,Centro,Online,Elettronica,Privati,2,149.85,0.15,254.74,181.86,72.88,0,4
ORD-00718,2025-07-24,Nord,Partner,Elettronica,Privati,1,105.89,0,105.89,72.53,33.36,0,4
ORD-00719,2025-07-04,Centro,Online,Elettronica,Privati,3,320.19,0,960.57,692.5,268.07,0,4
ORD-00720,2025-05-15,Sud,Online,Beauty,Privati,3,23.33,0,69.99,34.63,35.36,0,4
ORD-00721,2025-07-10,Isole,Partner,Moda,PMI,3,116.38,0,349.14,182.01,167.13,0,5
ORD-00722,2025-09-30,Nord,Online,Casa,PMI,1,26.47,0.1,23.82,14.18,9.64,0,4
ORD-00723,2025-05-31,Centro,Online,Moda,Professionisti,3,124.71,0.1,336.72,193.68,143.04,0,5
ORD-00724,2025-12-06,Nord,Online,Moda,PMI,2,70.7,0.1,127.26,69.43,57.83,0,4
ORD-00725,2025-07-11,Isole,Online,Sport,Studenti,2,130.29,0.1,234.52,150.41,84.11,0,5
ORD-00726,2025-05-01,Isole,Online,Casa,Studenti,4,79.61,0.1,286.6,159.75,126.85,0,3
ORD-00727,2025-06-01,Nord,Online,Sport,Studenti,2,104.84,0.05,199.2,124.27,74.93,0,3
ORD-00728,2025-01-13,Sud,Online,Elettronica,Privati,1,364.12,0.1,327.71,227.54,100.17,1,4
ORD-00729,2025-05-22,Centro,Online,Beauty,Privati,1,31.15,0,31.15,15.3,15.85,0,4
ORD-00730,2025-04-08,Isole,Partner,Moda,Professionisti,2,120.19,0,240.38,136.31,104.07,0,2
ORD-00731,2025-06-27,Nord,Online,Moda,Studenti,2,77.95,0.1,140.31,81.72,58.59,0,4
ORD-00732,2025-04-18,Sud,Online,Sport,Professionisti,2,101.13,0,202.26,124.23,78.03,0,3
ORD-00733,2025-12-24,Sud,Online,Casa,Privati,1,167.94,0,167.94,104.48,63.46,1,5
ORD-00734,2025-06-23,Sud,Online,Casa,Professionisti,2,68.14,0.1,122.65,67.8,54.85,0,2
ORD-00735,2025-03-13,Centro,Partner,Elettronica,Studenti,2,280.78,0.05,533.48,390.85,142.63,0,4
ORD-00736,2025-04-07,Isole,Online,Sport,Studenti,1,53.28,0.15,45.29,28.69,16.6,1,5
ORD-00737,2025-12-19,Centro,Online,Moda,PMI,1,48.45,0,48.45,27.1,21.35,1,5
ORD-00738,2025-03-29,Nord,Partner,Casa,PMI,1,78.58,0.15,66.79,37.15,29.64,0,5
ORD-00739,2025-04-16,Nord,Online,Elettronica,Professionisti,1,279.32,0,279.32,194.95,84.37,0,3
ORD-00740,2025-01-04,Sud,Online,Beauty,Studenti,1,39.3,0.1,35.37,18.82,16.55,0,3
ORD-00741,2025-10-22,Sud,Online,Elettronica,PMI,1,364.14,0,364.14,247.82,116.32,0,4
ORD-00742,2025-04-02,Nord,Store,Beauty,PMI,1,59.2,0.05,56.24,29.27,26.97,1,1
ORD-00743,2025-03-22,Centro,Store,Casa,PMI,2,121.14,0,242.28,150.1,92.18,0,1
ORD-00744,2025-07-08,Sud,Online,Elettronica,Privati,1,154.73,0.1,139.26,90.51,48.75,1,3
ORD-00745,2025-11-24,Nord,Store,Moda,Professionisti,3,73.66,0,220.98,117.25,103.73,0,2
ORD-00746,2025-08-26,Nord,Online,Sport,Privati,4,48.14,0,192.56,126.48,66.08,0,5
ORD-00747,2025-01-10,Centro,Online,Moda,Professionisti,1,93.2,0,93.2,52.24,40.96,0,3
ORD-00748,2025-01-18,Nord,Store,Beauty,Privati,2,55.4,0.15,94.18,49.12,45.06,0,2
ORD-00749,2025-07-19,Nord,Online,Moda,Privati,1,40.59,0,40.59,21.89,18.7,0,5
ORD-00750,2025-01-08,Sud,Online,Casa,Privati,3,131.57,0.15,335.5,189.11,146.39,0,4
ORD-00751,2025-08-01,Centro,Store,Sport,Studenti,2,179.16,0.05,340.4,226.26,114.14,0,1
ORD-00752,2025-03-30,Centro,Store,Elettronica,Privati,1,298.58,0,298.58,210.04,88.54,0,2
